Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Hit
0.535,0.9440000000000001,11.0,-8.547,0.0,0.179,0.00528,0.0157,0.381,0.18899999999999997,164.291,0.0
0.5870000000000001,0.659,7.0,-4.178999999999999,1.0,0.0293,0.0234,1.12e-06,0.161,0.29,123.976,0.0
0.0777,0.0411,0.0,-32.096,1.0,0.0455,0.813,0.11,0.115,0.0427,175.27200000000002,0.0
0.474,0.966,8.0,-2.957,1.0,0.0931,0.000147,0.0,0.374,0.602,156.993,0.0
0.228,0.993,4.0,-4.092,0.0,0.131,4.84e-06,0.5,0.11199999999999999,0.193,135.262,0.0
0.5820000000000001,0.722,1.0,-6.6129999999999995,0.0,0.0455,0.0554,7.41e-06,0.11800000000000001,0.15,161.97799999999998,0.0
0.292,0.83,7.0,-2.9930000000000003,1.0,0.0494,0.0037799999999999995,0.00351,0.342,0.233,137.939,0.0
0.715,0.5660000000000001,11.0,-12.543,1.0,0.0462,0.114,0.8270000000000001,0.128,0.745,127.975,0.0
0.375,0.9990000000000001,4.0,-3.4339999999999997,1.0,0.35600000000000004,0.000256,0.8390000000000001,0.8859999999999999,0.19,200.114,0.0
0.43,0.594,10.0,-10.987,0.0,0.0298,0.00687,0.365,0.369,0.32799999999999996,164.55700000000002,0.0
0.73,0.6629999999999999,10.0,-6.221,1.0,0.0576,0.401,0.0,0.317,0.9590000000000001,147.96,0.0
0.542,0.7140000000000001,2.0,-8.045,1.0,0.027999999999999997,0.00487,0.298,0.33399999999999996,0.76,124.26,0.0
0.556,0.47100000000000003,7.0,-8.875,1.0,0.0284,0.28600000000000003,0.122,0.124,0.245,125.94,0.0
0.755,0.525,4.0,-8.923,0.0,0.0309,0.00606,0.00598,0.0777,0.579,103.19200000000001,0.0
0.621,0.715,4.0,-6.375,0.0,0.184,0.0244,0.0,0.15,0.43799999999999994,183.89,0.0
0.47600000000000003,0.9790000000000001,9.0,-4.544,1.0,0.10300000000000001,7.929999999999999e-05,0.00572,0.966,0.40299999999999997,148.035,0.0
0.135,0.231,0.0,-16.024,1.0,0.0351,0.76,0.894,0.11699999999999999,0.0496,97.771,0.0
0.368,0.87,9.0,-3.533,1.0,0.0427,5.98e-06,7.879999999999999e-05,0.065,0.48700000000000004,74.898,0.0
0.483,0.848,2.0,-4.022,1.0,0.0527,0.000306,0.000334,0.12300000000000001,0.159,126.056,0.0
0.754,0.77,11.0,-7.83,0.0,0.0272,0.133,0.747,0.293,0.904,97.109,0.0
0.392,0.61,11.0,-10.052,1.0,0.0469,2.35e-05,0.932,0.11199999999999999,0.166,100.885,0.0
0.848,0.6970000000000001,10.0,-4.343999999999999,0.0,0.214,0.0671,1.18e-05,0.113,0.7440000000000001,89.809,0.0
0.531,0.9309999999999999,8.0,-4.079,0.0,0.125,0.2,0.0,0.0919,0.802,166.076,0.0
0.268,0.17300000000000001,9.0,-15.475,1.0,0.0303,0.7509999999999999,0.0007610000000000001,0.111,0.233,165.773,0.0
0.703,0.8420000000000001,5.0,-7.2170000000000005,1.0,0.042,0.66,0.0,0.938,0.965,106.134,0.0
0.882,0.753,1.0,-9.203,1.0,0.0682,0.00564,1.29e-06,0.0239,0.7559999999999999,104.087,0.0
0.284,0.0764,3.0,-16.182000000000002,1.0,0.0416,0.971,7.65e-05,0.156,0.426,180.21900000000002,0.0
0.493,0.451,5.0,-12.738,1.0,0.028999999999999998,0.7170000000000001,0.121,0.11,0.475,87.381,0.0
0.47,0.474,5.0,-9.406,1.0,0.0262,0.0643,0.0,0.0645,0.24100000000000002,170.173,0.0
0.447,0.395,0.0,-10.671,0.0,0.0359,0.0343,0.546,0.12,0.316,111.014,0.0
0.723,0.8240000000000001,1.0,-5.4879999999999995,1.0,0.254,0.00599,0.0,0.932,0.441,90.995,0.0
0.327,0.6920000000000001,5.0,-7.42,0.0,0.0802,0.0888,0.0,0.929,0.25,174.187,0.0
0.528,0.722,7.0,-8.622,0.0,0.0935,0.0499,0.0141,0.0507,0.685,173.97,0.0
0.62,0.594,9.0,-13.675999999999998,1.0,0.0447,0.222,0.0102,0.0553,0.616,171.264,0.0
0.645,0.72,1.0,-11.824000000000002,1.0,0.0371,0.0154,0.7709999999999999,0.0609,0.772,109.99,0.0
0.7090000000000001,0.555,2.0,-3.5060000000000002,1.0,0.0348,0.000269,0.0,0.0804,0.638,106.0,0.0
0.377,0.609,1.0,-15.015,1.0,0.47100000000000003,0.527,0.0,0.28,0.299,145.067,0.0
0.47,0.0713,3.0,-21.489,1.0,0.045,0.8759999999999999,0.299,0.196,0.23399999999999999,130.959,0.0
0.693,0.6409999999999999,8.0,-8.34,0.0,0.0443,0.00329,0.102,0.095,0.611,126.985,0.0
0.321,0.405,10.0,-9.732000000000001,1.0,0.0318,0.9179999999999999,0.946,0.171,0.258,109.82600000000001,0.0
0.302,0.889,1.0,-5.962000000000001,1.0,0.0728,2.61e-05,0.00455,0.397,0.405,136.783,0.0
0.657,0.52,5.0,-13.885,0.0,0.217,0.6609999999999999,1.41e-06,0.278,0.963,141.445,0.0
0.825,0.804,4.0,-6.492000000000001,0.0,0.0448,0.0563,0.00656,0.0687,0.963,121.994,0.0
0.735,0.868,11.0,-8.093,0.0,0.078,0.00010700000000000001,0.61,0.233,0.44,133.996,0.0
0.537,0.315,5.0,-13.79,1.0,0.0271,0.588,2.2899999999999998e-05,0.20600000000000002,0.575,86.81299999999999,0.0
0.489,0.35,0.0,-22.480999999999998,1.0,0.65,0.7190000000000001,0.0,0.16,0.377,167.65200000000002,0.0
0.526,0.377,4.0,-14.999,1.0,0.0348,0.867,0.927,0.0911,0.594,93.41799999999999,0.0
0.13,0.0768,7.0,-19.362000000000002,1.0,0.0326,0.991,0.81,0.264,0.0434,82.959,0.0
0.413,0.737,9.0,-7.586,0.0,0.0347,0.0011099999999999999,0.0027,0.278,0.282,156.77100000000002,0.0
0.248,0.924,8.0,-12.020999999999999,1.0,0.0631,0.000122,0.147,0.0266,0.263,166.828,0.0
0.46799999999999997,0.385,0.0,-7.975,1.0,0.0397,0.866,0.0,0.115,0.679,86.59700000000001,0.0
0.21100000000000002,0.9790000000000001,9.0,-3.551,1.0,0.15,0.0101,8.7e-06,0.496,0.0925,102.086,0.0
0.316,0.769,10.0,-6.082000000000001,1.0,0.0508,0.0138,0.00011599999999999999,0.063,0.633,86.426,0.0
0.45299999999999996,0.988,2.0,-6.067,1.0,0.11599999999999999,3.98e-05,1.89e-05,0.188,0.136,100.48200000000001,0.0
0.0841,0.0554,10.0,-29.313000000000002,0.0,0.0353,0.835,0.838,0.107,0.0375,84.791,0.0
0.201,0.953,0.0,-3.781,1.0,0.10099999999999999,0.00027400000000000005,0.0027600000000000003,0.336,0.184,145.578,0.0
0.48100000000000004,0.5579999999999999,0.0,-8.603,1.0,0.0291,0.0952,0.0,0.0795,0.379,128.04,0.0
0.647,0.5670000000000001,4.0,-10.191,0.0,0.0388,0.40700000000000003,0.441,0.151,0.674,113.256,0.0
0.6709999999999999,0.8140000000000001,0.0,-8.246,0.0,0.107,0.0233,0.000375,0.114,0.429,90.61,0.0
0.773,0.532,0.0,-7.222,1.0,0.0262,0.6709999999999999,0.000236,0.0651,0.603,97.279,0.0
0.527,0.7020000000000001,7.0,-7.82,1.0,0.0282,0.159,3.69e-06,0.153,0.575,87.853,0.0
0.698,0.604,10.0,-5.728,0.0,0.541,0.353,0.0,0.162,0.9109999999999999,104.368,0.0
0.322,0.982,0.0,-3.778,1.0,0.141,4.26e-05,0.00018700000000000002,0.483,0.17800000000000002,204.07299999999998,0.0
0.384,0.8340000000000001,2.0,-7.602,0.0,0.0441,0.0141,1.24e-06,0.18100000000000002,0.43200000000000005,126.255,0.0
0.28,0.235,6.0,-17.791,1.0,0.0439,0.807,0.0,0.223,0.26,117.898,0.0
0.444,0.872,6.0,-7.7829999999999995,1.0,0.0453,0.00162,0.00123,0.0535,0.645,95.916,0.0
0.581,0.9520000000000001,1.0,-9.16,1.0,0.0303,0.00135,0.8859999999999999,0.0842,0.466,143.987,0.0
0.69,0.715,10.0,-6.704,0.0,0.319,0.19399999999999998,0.0,0.0518,0.541,83.65,0.0
0.746,0.8759999999999999,2.0,-6.627999999999999,1.0,0.0364,0.006690000000000001,0.000592,0.912,0.8240000000000001,125.03299999999999,0.0
0.585,0.897,9.0,-5.6979999999999995,0.0,0.0355,0.000872,0.8320000000000001,0.115,0.354,126.84200000000001,0.0
0.552,0.261,4.0,-17.136,0.0,0.0524,0.937,0.943,0.114,0.324,101.176,0.0
0.37799999999999995,0.5770000000000001,11.0,-7.343,1.0,0.0465,0.177,0.0,0.154,0.43,78.655,0.0
0.531,0.899,9.0,-5.356,0.0,0.043,0.539,1.59e-06,0.632,0.755,102.008,0.0
0.452,0.973,5.0,-2.435,1.0,0.0775,3.5799999999999996e-05,1.91e-06,0.33799999999999997,0.483,93.384,0.0
0.522,0.963,5.0,-3.8689999999999998,1.0,0.0909,0.0136,0.0,0.428,0.752,110.708,0.0
0.8079999999999999,0.58,0.0,-10.578,1.0,0.0526,0.0821,7.01e-05,0.16399999999999998,0.785,113.34899999999999,0.0
0.575,0.828,8.0,-4.129,1.0,0.0579,0.12,0.0,0.205,0.9009999999999999,94.792,0.0
0.536,0.0689,7.0,-17.088,1.0,0.0564,0.9309999999999999,0.825,0.105,0.129,113.204,0.0
0.489,0.816,7.0,-9.387,1.0,0.049,0.071,0.187,0.315,0.86,132.38,0.0
0.7979999999999999,0.369,9.0,-13.075999999999999,1.0,0.18,0.381,0.0168,0.0646,0.8959999999999999,150.214,0.0
0.6629999999999999,0.491,1.0,-7.896,0.0,0.0395,0.0133,0.0,0.11199999999999999,0.171,115.986,0.0
0.191,0.556,5.0,-9.123,0.0,0.0475,0.0611,0.00324,0.111,0.508,49.556000000000004,0.0
0.5429999999999999,0.23199999999999998,0.0,-10.915999999999999,1.0,0.0328,0.858,0.0,0.157,0.353,117.14299999999999,0.0
0.397,0.868,0.0,-3.3289999999999997,1.0,0.0628,0.00028199999999999997,1.62e-06,0.19399999999999998,0.397,147.064,0.0
0.428,0.461,8.0,-5.86,1.0,0.0267,0.5489999999999999,0.0,0.122,0.19899999999999998,95.52,0.0
0.361,0.9590000000000001,1.0,-3.929,1.0,0.225,4.970000000000001e-05,0.311,0.0784,0.501,97.448,0.0
0.479,0.527,5.0,-7.261,1.0,0.0431,0.7440000000000001,0.0141,0.17,0.7509999999999999,98.228,0.0
0.565,0.5329999999999999,0.0,-8.967,1.0,0.318,0.0045,0.000607,0.10400000000000001,0.441,158.583,0.0
0.513,0.569,9.0,-8.277999999999999,1.0,0.028999999999999998,0.46799999999999997,0.00134,0.111,0.441,122.676,0.0
0.654,0.81,4.0,-6.26,0.0,0.0288,0.00719,0.00251,0.165,0.6609999999999999,114.62299999999999,0.0
0.191,0.556,5.0,-9.123,0.0,0.0475,0.0611,0.00324,0.111,0.508,49.556000000000004,0.0
0.604,0.0391,5.0,-20.712,1.0,0.05,0.774,0.00019099999999999998,0.0937,0.444,95.01100000000001,0.0
0.65,0.904,7.0,-3.931,0.0,0.0559,0.17300000000000001,0.000634,0.0988,0.851,98.016,0.0
0.604,0.972,7.0,-4.249,1.0,0.0418,0.0568,0.7240000000000001,0.5379999999999999,0.503,145.002,0.0
0.594,0.5920000000000001,2.0,-11.908,1.0,0.8740000000000001,0.971,0.11199999999999999,0.6859999999999999,0.8420000000000001,77.551,0.0
0.617,0.9840000000000001,0.0,-3.721,1.0,0.0997,0.000795,5.03e-05,0.386,0.298,104.98200000000001,0.0
0.6459999999999999,0.795,4.0,-5.997999999999999,1.0,0.0267,0.145,0.000453,0.19,0.7020000000000001,122.104,0.0
0.6759999999999999,0.11199999999999999,2.0,-15.794,1.0,0.0409,0.973,0.00521,0.107,0.44,78.331,0.0
0.542,0.905,9.0,-5.653,1.0,0.054000000000000006,0.00172,0.0104,0.136,0.374,153.398,0.0
0.598,0.6609999999999999,10.0,-4.834,1.0,0.03,0.153,0.000231,0.46399999999999997,0.868,182.09099999999998,0.0
0.6579999999999999,0.888,11.0,-5.386,0.0,0.16699999999999998,0.0147,2.11e-05,0.33799999999999997,0.68,93.045,0.0
0.7040000000000001,0.7340000000000001,7.0,-9.863999999999999,1.0,0.1,0.34600000000000003,0.0,0.368,0.919,116.708,0.0
0.49700000000000005,0.451,4.0,-9.663,0.0,0.0328,0.9640000000000001,0.0114,0.085,0.643,124.598,0.0
0.732,0.5579999999999999,4.0,-7.2989999999999995,1.0,0.0331,0.603,0.0,0.0928,0.741,102.96600000000001,0.0
0.562,0.6629999999999999,8.0,-7.06,1.0,0.0922,0.315,2.2899999999999998e-05,0.0385,0.9390000000000001,90.241,0.0
0.299,0.012,0.0,-16.201,0.0,0.0445,0.9840000000000001,0.0,0.16399999999999998,0.183,83.24,0.0
0.46299999999999997,0.902,0.0,-7.9079999999999995,1.0,0.044000000000000004,0.33799999999999997,0.00022400000000000002,0.248,0.6609999999999999,116.685,0.0
0.218,0.8809999999999999,7.0,-5.0489999999999995,1.0,0.0577,0.000101,0.423,0.375,0.382,105.116,0.0
0.581,0.8240000000000001,9.0,-6.485,1.0,0.0295,0.00695,2.48e-05,0.0801,0.6559999999999999,133.78,0.0
0.556,0.5579999999999999,7.0,-10.19,1.0,0.0399,0.7809999999999999,0.00821,0.19,0.9690000000000001,143.207,0.0
0.226,0.6890000000000001,9.0,-6.18,1.0,0.0918,0.0154,0.705,0.39799999999999996,0.0737,99.98200000000001,0.0
0.24100000000000002,0.308,10.0,-9.037,1.0,0.0366,0.9540000000000001,0.00458,0.0855,0.0894,120.71,0.0
0.191,0.0563,7.0,-22.162,1.0,0.0485,0.99,0.00256,0.122,0.0369,85.084,0.0
0.506,0.469,1.0,-7.004,0.0,0.0294,0.777,0.0,0.42,0.252,125.65299999999999,0.0
0.40700000000000003,0.986,1.0,-6.494,1.0,0.28600000000000003,0.000364,0.275,0.121,0.111,125.31700000000001,0.0
0.431,0.762,6.0,-9.501,1.0,0.0451,2.59e-05,0.924,0.34299999999999997,0.409,99.984,0.0
0.5660000000000001,0.551,0.0,-6.726,1.0,0.182,0.149,8.05e-06,0.28800000000000003,0.46399999999999997,172.732,0.0
0.607,0.8490000000000001,6.0,-6.544,1.0,0.0339,0.113,4.34e-05,0.336,0.8190000000000001,114.978,0.0
0.41200000000000003,0.59,4.0,-9.131,1.0,0.17300000000000001,0.135,0.000395,0.11900000000000001,0.469,181.618,0.0
0.546,0.7290000000000001,7.0,-6.912999999999999,0.0,0.0281,0.0221,0.0323,0.34700000000000003,0.452,105.973,0.0
